codigo_iccs,tipo,estado_civil,estatus_migratorio,edad,sexo,genero,nacionalidad,autoidentificacion_etnica,numero_detenciones,nivel_de_instruccion,condicion,movilizacion,tipo_arma,arma,Fecha_Detención,hora_detencion_aprehension,lugar,tipo_lugar,codigo_distrito,codigo_circuito,codigo_subcircuito,Zona,Subzona,nombre_distrito,nombre_circuito,nombre_subcircuito,codigo_provincia,codigo_canton,codigo_parroquia,nombre_provincia,Canton,nombre_parroquia,presunta_flagrancia,presunta_infraccion,Presunta_Subinfracción,presunta_modalidad
90610.02,APREHENDIDO,SIN DATO,NO APLICA,25,HOMBRE,MASCULINO,COLOMBIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/13/2024,13:30,ESPACIO PRIVADO,ÁREA PRIVADA,18D02,18D02C06,18D02C06S01,ZONA 3,TUNGURAHUA,AMBATO SUR,PISHIDATA,PISHIDATA 1,18,1801,180150,TUNGURAHUA,AMBATO,AMBATO,SI,TERRORISMO Y SU FINANCIACIÓN,TERRORISMO,SIN DATO
80620.03,APREHENDIDO,SOLTERO/A,NO APLICA,52,HOMBRE,MASCULINO,COLOMBIANO,MESTIZO/A,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/8/2024,22:30,CRS MIXTO-RIOBAMBA,CENTRO DE REHABILITACIÓN SOCIAL (CRS),06D01,06D01C19,06D01C19S02,ZONA 3,CHIMBORAZO,RIOBAMBA,SAN LUIS,SAN LUIS 2,6,601,60161,CHIMBORAZO,RIOBAMBA,SAN LUIS,SI,DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA,EVASIÓN,SIN DATO
20190.01,APREHENDIDO,SOLTERO/A,NO APLICA,26,HOMBRE,MASCULINO,ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,0,BACHILLERATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/15/2024,22:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,08D05,08D05C01,08D05C01S03,ZONA 1,ESMERALDAS,SAN LORENZO,FRONTERA,FRONTERA 3,8,805,80550,ESMERALDAS,SAN LORENZO,SAN LORENZO,SI,DELITOS CONTRA LA EFICIENCIA DE LA ADMINISTRACIÓN PÚBLICA,ATAQUE O RESISTENCIA,SIN DATO
20190.01,APREHENDIDO,SOLTERO/A,NO APLICA,40,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,ALIENTO A LICOR,AUTOMOVIL,NINGUNA,NINGUNA,1/7/2024,22:40,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D12,17D12C03,17D12C03S02,ZONA 2,PICHINCHA,NOROCCIDENTE,PUERTO QUITO SUR,PUERTO QUITO SUR 2,17,1709,170950,PICHINCHA,PUERTO QUITO,PUERTO QUITO,SI,DELITOS CONTRA LA EFICIENCIA DE LA ADMINISTRACIÓN PÚBLICA,ATAQUE O RESISTENCIA,SIN DATO
20190.01,APREHENDIDO,SOLTERO/A,NO APLICA,44,HOMBRE,MASCULINO,ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,0,BACHILLERATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/15/2024,22:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,08D05,08D05C01,08D05C01S03,ZONA 1,ESMERALDAS,SAN LORENZO,FRONTERA,FRONTERA 3,8,805,80550,ESMERALDAS,SAN LORENZO,SAN LORENZO,SI,DELITOS CONTRA LA EFICIENCIA DE LA ADMINISTRACIÓN PÚBLICA,ATAQUE O RESISTENCIA,SIN DATO
,APREHENDIDO,SOLTERO/A,NO APLICA,20,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,NORMAL,CAMIONETA,NINGUNA,NINGUNA,1/30/2024,16:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,08D01,08D01C05,08D01C05S01,ZONA 1,ESMERALDAS,ESMERALDAS,EL ARENAL,EL ARENAL 1,8,801,80150,ESMERALDAS,ESMERALDAS,ESMERALDAS,SI,"DELITOS CONTRA LA ACTIVIDAD HIDROCARBURÍFERA, DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO Y BIOCOMBUSTIBLES","ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE HIDROCARBUROS EN LAS PROVINCIAS  RONTERIZAS, PUERTOS MARÍTIMOS O FLUVIALES O MAR TERRITORIAL.",SIN DATO
80620.03,APREHENDIDO,SOLTERO/A,REGULAR,26,HOMBRE,MASCULINO,ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,0,SIN DATO,SIN DATO,A PIE,NINGUNA,NINGUNA,1/23/2024,16:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,08D01,08D01C14,08D01C14S01,ZONA 1,ESMERALDAS,ESMERALDAS,SANTA VAINAS,SANTA VAINAS 1,8,801,80150,ESMERALDAS,ESMERALDAS,ESMERALDAS,NO,DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA,EVASIÓN,SIN DATO
80620.03,APREHENDIDO,SOLTERO/A,REGULAR,21,HOMBRE,MASCULINO,ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,0,SIN DATO,SIN DATO,A PIE,NINGUNA,NINGUNA,1/23/2024,16:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,08D01,08D01C14,08D01C14S01,ZONA 1,ESMERALDAS,ESMERALDAS,SANTA VAINAS,SANTA VAINAS 1,8,801,80150,ESMERALDAS,ESMERALDAS,ESMERALDAS,NO,DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA,EVASIÓN,SIN DATO
10102.01,APREHENDIDO,SOLTERO/A,NO APLICA,21,HOMBRE,MASCULINO,ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,0,NO APLICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/23/2024,13:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,09D07,09D07C03,09D07C03S02,ZONA 8,DMG,PASCUALES,BASTION POPULAR NORTE,BASTION POPULAR NORTE 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA,ASESINATO,SIN DATO
60124.01,APREHENDIDO,SOLTERO/A,SIN DATO,27,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,AUTOMOVIL,NINGUNA,NINGUNA,1/6/2024,22:50,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,08D06,08D06C01,08D06C01S01,ZONA 1,ESMERALDAS,RIO VERDE,PALESTINA,PALESTINA 1,8,807,80750,ESMERALDAS,RIOVERDE,RIOVERDE,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
50420.01,APREHENDIDO,SIN DATO,IRREGULAR,23,HOMBRE,MASCULINO,VENEZOLANO,SIN DATO,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/28/2024,12:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D03,17D03C19,17D03C19S01,ZONA 9,DMQ,LA DELICIA,EL MIRADOR,EL MIRADOR 1,17,1701,170150,PICHINCHA,QUITO,QUITO,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,DAÑO A BIEN AJENO,SIN DATO
90610.02,APREHENDIDO,SOLTERO/A,REGULAR,33,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/21/2024,10:00,ESPACIO PRIVADO,ÁREA PRIVADA,09D21,09D21C02,09D21C02S01,ZONA 5,GUAYAS,YAGUACHI,YAGUACHI NORTE,YAGUACHI NORTE 1,9,920,92050,GUAYAS,SAN JACINTO DE YAGUACHI,SAN JACINTO DE YAGUACHI,SI,TERRORISMO Y SU FINANCIACIÓN,TERRORISMO,SIN DATO
80900.02,DETENIDO,DIVORCIADO/A,NO APLICA,47,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,EDUCACIÓN GENERAL BÁSICA,ALIENTO A LICOR,CAMIONETA,NINGUNA,NINGUNA,1/3/2024,21:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,10D01,10D01C13,10D01C13S01,ZONA 1,IMBABURA,CIUDAD BLANCA,EL NOGAL,EL NOGAL 1,10,1001,100157,IMBABURA,IBARRA,SAN ANTONIO,SI,DELITOS CONTRA LA EFICIENCIA DE LA ADMINISTRACIÓN PÚBLICA,INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE,SIN DATO
60124.01,APREHENDIDO,SOLTERO/A,NO APLICA,25,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/13/2024,18:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,08D03,08D03C05,08D03C05S02,ZONA 1,ESMERALDAS,ATACAMES,ATACAMES,ATACAMES 2,8,806,80650,ESMERALDAS,ATACAMES,ATACAMES,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
20111.11,APREHENDIDO,SOLTERO/A,NO APLICA,26,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,ALIENTO A LICOR,SIN DATO,NINGUNA,NINGUNA,1/20/2024,5:00,CASA/VILLA,VIVIENDA/ALOJAMIENTO,17D11,17D11C02,17D11C02S01,ZONA 2,PICHINCHA,RUMIÑAHUI - MEJIA,MACHACHI NORTE,MACHACHI NORTE 1,17,1703,170350,PICHINCHA,MEJIA,MACHACHI,SI,DELITOS DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
4011,APREHENDIDO,SOLTERO/A,NO APLICA,28,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,EDUCACIÓN GENERAL BÁSICA,NORMAL,A PIE,ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE),CUCHILLOS,1/31/2024,15:45,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D05,17D05C10,17D05C10S03,ZONA 9,DMQ,EUGENIO ESPEJO,IÑAQUITO,IÑAQUITO 3,17,1701,170150,PICHINCHA,QUITO,QUITO,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,ROBO A PERSONAS,ARRANCHADORES
20112.05,DETENIDO,SOLTERO/A,REGULAR,28,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/22/2024,15:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D05,17D05C03,17D05C03S01,ZONA 9,DMQ,EUGENIO ESPEJO,LAS CASAS,LAS CASAS 1,17,1701,170150,PICHINCHA,QUITO,QUITO,NO,CONTRAVENCIÓN DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
60124.01,APREHENDIDO,CASADO/A,SIN DATO,48,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,EDUCACIÓN GENERAL BÁSICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/15/2024,19:25,CASA/VILLA,VIVIENDA/ALOJAMIENTO,09D07,09D07C06,09D07C06S01,ZONA 8,DMG,PASCUALES,PASCUALES,PASCUALES 1,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
,APREHENDIDO,SOLTERO/A,SIN DATO,29,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,ALIENTO A LICOR,MOTOCICLETA,NINGUNA,NINGUNA,1/1/2024,5:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,21D02,21D02C03,21D02C03S01,ZONA 1,SUCUMBIOS,LAGO AGRIO,PARQUE ECOLOGICO,PARQUE ECOLOGICO 1,21,2101,210150,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,SI,DELITOS CULPOSOS DE TRÁNSITO,LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO,SIN DATO
20721.02,APREHENDIDO,CASADO/A,NO APLICA,40,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,"ALIENTO A LICOR, NORMAL",SIN DATO,NINGUNA,NINGUNA,1/5/2024,23:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D09,17D09C08,17D09C08S02,ZONA 9,DMQ,TUMBACO,QUINCHE,QUINCHE 2,17,1701,170160,PICHINCHA,QUITO,EL QUINCHE,SI,CONTRAVENCIONES DE TRÁNSITO,CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ,DE 0.3 A 0.8 GRAMOS
,DETENIDO,SOLTERO/A,SIN DATO,39,HOMBRE,MASCULINO,ECUATORIANO,SIN DATO,0,SIN DATO,SIN DATO,MOTOCICLETA,NINGUNA,NINGUNA,1/14/2024,20:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,09D22,09D22C01,09D22C01S01,ZONA 5,GUAYAS,PLAYAS,PLAYAS,PLAYAS 1,9,921,92150,GUAYAS,PLAYAS,GENERAL VILLAMIL (PLAYAS),NO,BOLETAS,BOLETA DE APREMIO,SIN DATO
90111.02,APREHENDIDO,SOLTERO/A,NO APLICA,24,HOMBRE,MASCULINO,ECUATORIANO,MONTUBIO/A,0,BACHILLERATO,NORMAL,A PIE,ARMAS DE FUEGO,CARABINA,1/19/2024,22:10,TERRENO BALDÍO,ÁREAS DE ACCESO PUBLICO,12D03,12D03C11,12D03C11S02,ZONA 5,LOS RIOS,QUEVEDO,MOCACHE,MOCACHE 2,12,1212,121250,LOS RIOS,MOCACHE,MOCACHE,SI,DELITOS CONTRA LA SEGURIDAD PÚBLICA,"ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS",SIN DATO
20721.02,APREHENDIDO,CASADO/A,SIN DATO,39,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,ALIENTO A LICOR,SIN DATO,NINGUNA,NINGUNA,1/7/2024,0:41,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,05D04,05D04C09,05D04C09S01,ZONA 3,COTOPAXI,DANSANTE,PUJILI,PUJILI 1,5,504,50450,COTOPAXI,PUJILI,PUJILI,SI,CONTRAVENCIONES DE TRÁNSITO,CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ,DE 0.8 A 1.2 GRAMOS
70232,APREHENDIDO,SOLTERO/A,NO APLICA,37,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/27/2024,20:00,AEROPUERTO,TRANSPORTE,17D09,17D09C11,17D09C11S01,ZONA 9,DMQ,TUMBACO,TABABELA,TABABELA 1,17,1701,170183,PICHINCHA,QUITO,TABABELA,SI,DELITOS CONTRA LA FE PÚBLICA,FALSIFICACIÓN Y USO DE DOCUMENTO FALSO,SIN DATO
20111.11,APREHENDIDO,CASADO/A,REGULAR,42,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,ALIENTO A LICOR,A PIE,NINGUNA,NINGUNA,1/10/2024,18:55,CASA/VILLA,VIVIENDA/ALOJAMIENTO,01D01,01D01C16,01D01C16S01,ZONA 6,AZUAY,CUENCA NORTE,PACCHA Y NULTI,PACCHA Y NULTI 1,1,101,10160,AZUAY,CUENCA,PACCHA,SI,DELITOS DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
60124.01,DETENIDO,SOLTERO/A,REGULAR,31,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/2/2024,14:30,CPPL MASCULINO-EL INCA,CENTRO DE PRIVACIÓN PROVISIONAL DE LIBERTAD (CPPL),17D05,17D05C07,17D05C07S01,ZONA 9,DMQ,EUGENIO ESPEJO,DAMMER,DAMMER 1,17,1701,170150,PICHINCHA,QUITO,QUITO,NO,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
20111,APREHENDIDO,DIVORCIADO/A,REGULAR,41,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,ALIENTO A LICOR,SIN DATO,NINGUNA,NINGUNA,1/19/2024,9:00,ESPACIO PRIVADO,ÁREA PRIVADA,21D02,21D02C01,21D02C01S01,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVO SUCUMBIOS,NUEVO SUCUMBIOS 1,21,2101,210150,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,SI,DELITOS CONTRA LA INTEGRIDAD PERSONAL,LESIONES,SIN DATO
90111.03,APREHENDIDO,SOLTERO/A,NO APLICA,18,HOMBRE,MASCULINO,COLOMBIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/25/2024,19:40,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,09D06,09D06C05,09D06C05S02,ZONA 8,DMG,FLORIDA,FLORIDA,FLORIDA 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,DELITOS CONTRA LA SEGURIDAD PÚBLICA,TENENCIA Y PORTE DE ARMAS,SIN DATO
20112.05,APREHENDIDO,CASADO/A,REGULAR,53,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,ALIENTO A LICOR,A PIE,NINGUNA,NINGUNA,1/27/2024,19:30,CASA/VILLA,VIVIENDA/ALOJAMIENTO,04D01,04D01C03,04D01C03S01,ZONA 1,CARCHI,TULCAN,COMUNEROS,COMUNEROS 1,4,401,40150,CARCHI,TULCAN,TULCAN,SI,CONTRAVENCIÓN DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
30121,DETENIDO,CASADO/A,REGULAR,81,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/26/2024,9:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,06D01,06D01C11,06D01C11S02,ZONA 3,CHIMBORAZO,RIOBAMBA,LA CONDAMINE,LA CONDAMINE 2,6,601,60150,CHIMBORAZO,RIOBAMBA,RIOBAMBA,NO,DELITOS CONTRA LA INTEGRIDAD SEXUAL Y REPRODUCTIVA,ABUSO SEXUAL,SIN DATO
90111.03,APREHENDIDO,CASADO/A,NO APLICA,35,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,AUTOMOVIL,NINGUNA,NINGUNA,1/23/2024,13:40,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D07,17D07C02,17D07C02S03,ZONA 9,DMQ,QUITUMBE,GUAMANI,GUAMANI 3,17,1701,170150,PICHINCHA,QUITO,QUITO,SI,DELITOS CONTRA LA SEGURIDAD PÚBLICA,TENENCIA Y PORTE DE ARMAS,SIN DATO
20112.05,APREHENDIDO,CASADO/A,SIN DATO,48,HOMBRE,MASCULINO,ECUATORIANO,SIN DATO,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/22/2024,2:00,ESPACIO PRIVADO,ÁREA PRIVADA,09D22,09D22C02,09D22C02S02,ZONA 5,GUAYAS,PLAYAS,GENERAL VILLAMIL,GENERAL VILLAMIL 2,9,921,92150,GUAYAS,PLAYAS,GENERAL VILLAMIL (PLAYAS),SI,CONTRAVENCIÓN DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
20111.11,DETENIDO,VIUDO/A,NO APLICA,68,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,EDUCACIÓN GENERAL BÁSICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/2/2024,0:30,CASA/VILLA,VIVIENDA/ALOJAMIENTO,18D02,18D02C12,18D02C12S01,ZONA 3,TUNGURAHUA,AMBATO SUR,HUACHI GRANDE,HUACHI GRANDE 1,18,1801,180158,TUNGURAHUA,AMBATO,MONTALVO,SI,DELITOS DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
90111.03,APREHENDIDO,SOLTERO/A,NO APLICA,45,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,ARMAS DE FUEGO,PISTOLA,1/11/2024,18:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,09D16,09D16C03,09D16C03S01,ZONA 5,GUAYAS,EL TRIUNFO BUCAY,EL TRIUNFO CENTRO,EL TRIUNFO CENTRO 1,9,909,90950,GUAYAS,EL TRIUNFO,EL TRIUNFO,SI,DELITOS CONTRA LA SEGURIDAD PÚBLICA,TENENCIA Y PORTE DE ARMAS,SIN DATO
60124.01,APREHENDIDO,DIVORCIADO/A,NO APLICA,65,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,NORMAL,BUS,NINGUNA,NINGUNA,1/17/2024,7:00,CONTROLES FIJOS,ZONA DE INSPECCIÓN,04D01,04D01C05,04D01C05S01,ZONA 1,CARCHI,TULCAN,EL PORTAL,EL PORTAL 1,4,401,40150,CARCHI,TULCAN,TULCAN,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
20721.02,APREHENDIDO,DIVORCIADO/A,NO APLICA,35,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,ALIENTO A LICOR,TAXI,NINGUNA,NINGUNA,1/27/2024,22:45,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D03,17D03C14,17D03C14S02,ZONA 9,DMQ,LA DELICIA,POMASQUI,POMASQUI 2,17,1701,170177,PICHINCHA,QUITO,POMASQUI,SI,CONTRAVENCIONES DE TRÁNSITO,CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ,SUPERA 1.2 GRAMOS
70490.03,APREHENDIDO,SOLTERO/A,SIN DATO,37,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,MOTOCICLETA,NINGUNA,NINGUNA,1/15/2024,15:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,09D01,09D01C05,09D01C05S04,ZONA 8,DMG,SUR,CENTENARIO,CENTENARIO 4,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,RECEPTACIÓN,SIN DATO
20721.02,APREHENDIDO,CASADO/A,REGULAR,33,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,ALIENTO A LICOR,AUTOMOVIL,NINGUNA,NINGUNA,1/7/2024,2:46,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,13D07,13D07C04,13D07C04S01,ZONA 4,MANABI,CHONE,CENTRO,CENTRO 1,13,1303,130350,MANABI,CHONE,CHONE,SI,CONTRAVENCIONES DE TRÁNSITO,CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ,SUPERA 1.2 GRAMOS
110900.06,APREHENDIDO,SOLTERO/A,SIN DATO,26,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/16/2024,16:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,04D01,04D01C06,04D01C06S01,ZONA 1,CARCHI,TULCAN,PARQUE DEL 8,PARQUE DEL 8 1,4,401,40150,CARCHI,TULCAN,TULCAN,SI,CONTRAVENCIONES,CONTRAVENCIONES DE CUARTA CLASE,"4. La persona que voluntariamente hiera o golpee a otro, causándole lesiones o incapacidad para el trabajo, que no excedan de tres días."
,DETENIDO,CASADO/A,NO APLICA,28,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/12/2024,15:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D03,17D03C18,17D03C18S01,ZONA 9,DMQ,LA DELICIA,LA BOTA,LA BOTA 1,17,1701,170150,PICHINCHA,QUITO,QUITO,NO,BOLETAS,BOLETA DE APREMIO,SIN DATO
20190.01,APREHENDIDO,SOLTERO/A,SIN DATO,32,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,"ALIENTO A LICOR, BAJO LOS EFECTOS DE SUSTANCIAS ESTUPEFACIENTES, PSICOTROPICAS O PREPARADOS QUE LAS CONTENGAN",AUTOMOVIL,NINGUNA,NINGUNA,1/28/2024,16:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D10,17D10C03,17D10C03S02,ZONA 2,PICHINCHA,CAYAMBE,CAYAMBE SUR,CAYAMBE SUR 2,17,1702,170250,PICHINCHA,CAYAMBE,CAYAMBE,SI,DELITOS CONTRA LA EFICIENCIA DE LA ADMINISTRACIÓN PÚBLICA,ATAQUE O RESISTENCIA,SIN DATO
50290.01,APREHENDIDO,SOLTERO/A,SIN DATO,30,HOMBRE,MASCULINO,ECUATORIANO,SIN DATO,0,NO APLICA,NORMAL,BICICLETA,NINGUNA,NINGUNA,1/12/2024,10:00,ESPACIO PRIVADO,ÁREA PRIVADA,04D01,04D01C04,04D01C04S01,ZONA 1,CARCHI,TULCAN,ISIDRO AYORA,ISIDRO AYORA 1,4,401,40150,CARCHI,TULCAN,TULCAN,SI,CONTRAVENCIONES CONTRA EL DERECHO DE PROPIEDAD,CONTRAVENCIÓN DE HURTO,SIN DATO
